image,object,gt_w,gt_h,pred_w,pred_h,err_w_pct,err_h_pct,confidence,score,method
iphone.png,phone,78.1,160.8,83.20204166743616,171.30458770965092,6.532703799534147,6.532703799534144,High,92.44401582861124,automatic_color
iphonetilt.png,phone,78.1,160.8,83.70047372450355,172.33080889756943,7.17090105570238,7.170901055702371,Medium,78.36184865811474,automatic_color_relaxed
champagne.png,champagne,75.0,255.0,85.4360815339588,324.5882703790089,13.914775378611733,27.289517795689772,Medium,75.69249058090095,automatic_color
champagnetilt.png,champagne,75.0,255.0,nan,nan,nan,nan,Low,0.0,failed
pikachu.png,pikachu,132.0,187.0,141.1431196899072,199.9527528940352,6.926605825687269,6.926605825687273,High,93.50656159106802,automatic_color
pikachutilted.png,pikachu,132.0,187.0,137.35900974940708,196.61661092244464,4.059855870762939,5.14257268579927,Medium,62.108103654114764,automatic_color
